sex,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,person_id,agency_text,ethnic_code_text,maritalstatus,language
male,22,less than 25,4,5,0,0,low,2013-02-15,0,0,misdemeanor,0,1141,0,52218.0,pretrial,caucasian,single,english
male,22,less than 25,3,5,1,0,low,2013-11-01,1,0,misdemeanor,1,265,1,58637.0,pretrial,hispanic,single,english
male,22,less than 25,7,6,0,0,medium,2013-09-05,0,1,misdemeanor,23,939,0,32493.0,pretrial,caucasian,single,english
male,22,less than 25,9,8,0,0,high,2013-01-22,0,1,felony,0,1165,0,42530.0,pretrial,other,single,english
male,22,less than 25,6,8,0,0,medium,2014-01-10,0,0,misdemeanor,2,812,0,60305.0,pretrial,african-american,single,english
male,22,less than 25,6,4,1,0,medium,2014-02-11,1,1,felony,1,110,1,42243.0,pretrial,african-american,single,english
male,22,less than 25,2,4,1,0,low,2014-02-13,1,0,misdemeanor,0,42,1,61215.0,pretrial,caucasian,single,english
male,22,less than 25,3,5,0,0,low,2013-10-10,0,0,misdemeanor,0,97,0,58012.0,pretrial,caucasian,single,english
male,22,less than 25,4,5,1,0,low,2013-05-10,1,0,felony,1,11,1,54668.0,pretrial,hispanic,single,english
male,22,less than 25,2,4,1,0,low,2013-08-16,1,0,felony,0,192,1,56484.0,pretrial,other,single,english
male,22,less than 25,3,5,0,0,low,2014-03-21,0,0,felony,0,742,0,62162.0,pretrial,african-american,single,english
male,22,less than 25,2,4,1,0,low,2014-02-26,1,0,misdemeanor,1,648,1,61533.0,pretrial,caucasian,single,english
male,22,less than 25,6,4,0,0,medium,2013-08-15,0,1,felony,0,564,0,56460.0,pretrial,caucasian,single,english
male,22,less than 25,9,7,0,0,high,2013-04-25,0,0,misdemeanor,1,1072,0,54226.0,pretrial,african-american,single,english
male,22,less than 25,6,5,1,0,medium,2013-10-07,1,3,felony,2,17,0,57898.0,pretrial,african-american,single,english
male,22,less than 25,6,8,0,0,medium,2013-03-06,0,1,felony,1,47,0,52739.0,pretrial,african-american,single,english
male,22,less than 25,9,7,1,0,high,2013-01-01,1,0,misdemeanor,21,363,0,50853.0,pretrial,african-american,single,english
male,22,less than 25,5,6,1,0,medium,2013-12-31,1,0,felony,0,56,1,60062.0,pretrial,caucasian,single,english
male,22,less than 25,4,6,0,0,low,2013-02-01,0,0,felony,0,997,0,51755.0,pretrial,african-american,single,english
male,22,less than 25,3,4,0,0,low,2014-02-05,0,0,felony,8,786,0,60988.0,pretrial,african-american,single,english
male,22,less than 25,9,7,0,0,high,2013-05-24,0,2,felony,0,1043,0,33823.0,pretrial,african-american,single,english
male,22,less than 25,9,7,0,0,high,2013-11-19,0,1,felony,4,864,0,59082.0,pretrial,african-american,single,english
male,22,less than 25,6,5,0,0,medium,2013-02-11,0,0,misdemeanor,1,1145,0,52067.0,pretrial,caucasian,single,english
male,22,less than 25,4,5,0,0,low,2013-10-30,0,0,felony,0,884,0,58556.0,pretrial,african-american,single,english
female,22,less than 25,3,4,0,0,low,2014-01-06,0,0,misdemeanor,0,816,0,60185.0,pretrial,african-american,single,english
female,22,less than 25,6,6,0,0,medium,2013-04-24,0,0,felony,0,1073,0,54209.0,pretrial,hispanic,single,english
male,22,less than 25,3,6,1,0,low,2013-01-15,0,0,felony,0,734,0,51223.0,pretrial,african-american,single,english
male,22,less than 25,6,7,1,0,medium,2013-11-17,1,3,felony,15,351,1,59036.0,pretrial,african-american,single,english
female,22,less than 25,6,7,0,0,medium,2013-10-09,0,1,misdemeanor,0,905,0,43205.0,pretrial,african-american,single,english
male,22,less than 25,6,7,0,0,medium,2013-08-09,0,1,felony,0,966,0,36165.0,pretrial,african-american,single,english
male,22,less than 25,6,5,1,1,medium,2013-04-26,0,3,felony,127,881,1,40675.0,pretrial,african-american,single,english
male,22,less than 25,4,5,0,0,low,2013-10-14,0,0,misdemeanor,1,398,0,58108.0,pretrial,caucasian,single,english
male,22,less than 25,9,9,0,0,high,2013-01-12,0,3,felony,33,726,0,46011.0,pretrial,african-american,single,english
male,22,less than 25,5,5,1,1,medium,2013-03-12,1,0,felony,0,251,1,52903.0,pretrial,african-american,single,english
female,22,less than 25,6,7,0,0,medium,2013-07-02,0,1,felony,0,554,0,55652.0,pretrial,caucasian,single,english
male,22,less than 25,4,6,1,0,low,2013-08-12,1,0,felony,3,649,1,56350.0,pretrial,caucasian,single,english
female,22,less than 25,9,6,1,0,high,2013-09-19,1,5,felony,0,140,1,57400.0,pretrial,african-american,single,english
male,22,less than 25,4,6,0,0,low,2013-08-22,0,2,felony,0,354,0,43236.0,pretrial,caucasian,single,english
male,22,less than 25,7,6,0,0,medium,2013-08-22,0,1,misdemeanor,1,953,0,36939.0,pretrial,african-american,single,english
female,22,less than 25,6,5,0,0,medium,2013-10-08,0,0,misdemeanor,0,906,0,57944.0,pretrial,african-american,single,english
female,22,less than 25,4,4,1,0,low,2014-02-05,1,0,felony,0,510,1,61007.0,pretrial,african-american,single,english
male,22,less than 25,3,6,1,0,low,2013-01-17,1,1,felony,14,678,1,51280.0,pretrial,african-american,single,english
male,22,less than 25,7,5,0,0,medium,2013-05-16,0,1,felony,236,1051,0,54832.0,pretrial,caucasian,single,english
male,22,less than 25,2,4,0,0,low,2013-08-28,0,0,felony,0,947,0,56823.0,pretrial,african-american,single,english
male,22,less than 25,4,5,0,0,low,2013-03-29,0,0,felony,0,1099,0,53427.0,pretrial,caucasian,single,english
male,22,less than 25,6,5,0,0,medium,2014-03-23,0,2,felony,0,740,0,62204.0,pretrial,african-american,single,english
male,22,less than 25,3,3,1,0,low,2013-08-25,1,1,misdemeanor,17,256,0,37303.0,pretrial,african-american,single,english
male,22,less than 25,9,7,0,0,high,2013-02-06,0,0,felony,15,1150,0,51894.0,pretrial,other,single,english
male,22,less than 25,3,5,1,0,low,2013-10-20,1,0,misdemeanor,0,598,1,58243.0,pretrial,caucasian,single,english
male,22,less than 25,7,5,1,0,medium,2014-03-21,1,1,felony,0,116,1,62181.0,pretrial,african-american,single,english
male,22,less than 25,7,6,1,1,medium,2013-02-01,1,0,felony,2,92,0,51752.0,pretrial,caucasian,single,english
male,22,less than 25,3,5,0,0,low,2013-09-18,0,0,felony,0,926,0,57363.0,pretrial,caucasian,single,english
male,22,less than 25,2,4,0,0,low,2013-09-13,0,1,misdemeanor,0,931,0,57253.0,pretrial,asian,single,english
male,22,less than 25,4,6,0,0,low,2013-02-22,0,0,felony,0,1134,0,52421.0,pretrial,african-american,single,english
female,22,less than 25,6,6,0,0,medium,2013-10-24,0,1,felony,0,201,0,58374.0,pretrial,african-american,single,english
male,22,less than 25,10,10,0,0,high,2013-05-10,0,0,misdemeanor,3,1057,0,54669.0,pretrial,african-american,single,english
male,22,less than 25,10,10,1,0,high,2013-08-25,1,1,felony,0,277,1,43642.0,pretrial,african-american,single,english
male,22,less than 25,3,5,0,0,low,2014-02-09,0,0,felony,1,782,0,61106.0,pretrial,caucasian,single,english
male,22,less than 25,7,6,1,0,medium,2013-09-24,0,2,felony,14,598,0,57553.0,pretrial,african-american,single,english
male,22,less than 25,5,6,0,0,medium,2013-06-24,0,0,felony,0,169,0,55525.0,pretrial,caucasian,single,english
female,22,less than 25,9,6,0,0,high,2013-01-14,0,2,felony,0,1173,0,51195.0,pretrial,african-american,single,english
female,22,less than 25,6,7,0,0,medium,2013-03-12,0,0,felony,1,1116,0,52908.0,pretrial,african-american,single,english
male,22,less than 25,3,5,0,0,low,2014-03-10,0,0,misdemeanor,0,422,0,61824.0,pretrial,hispanic,single,english
male,22,less than 25,6,7,1,1,medium,2013-12-13,1,1,misdemeanor,3,70,1,59636.0,pretrial,african-american,single,english
female,22,less than 25,7,5,0,0,medium,2014-02-27,0,2,felony,0,764,0,42782.0,pretrial,caucasian,single,english
male,22,less than 25,6,6,1,1,medium,2013-04-29,1,2,misdemeanor,0,250,1,54328.0,pretrial,african-american,single,english
male,22,less than 25,8,6,0,0,high,2013-02-19,0,0,felony,57,73,0,52295.0,pretrial,caucasian,single,english
female,22,less than 25,4,4,0,0,low,2013-06-03,0,0,misdemeanor,0,1033,0,55222.0,pretrial,hispanic,single,english
male,22,less than 25,4,5,1,0,low,2013-08-10,1,0,felony,32,485,1,56318.0,pretrial,hispanic,single,english
female,22,less than 25,5,5,0,0,medium,2013-10-25,0,0,misdemeanor,0,889,0,58384.0,pretrial,caucasian,single,english
male,22,less than 25,3,6,1,0,low,2013-03-09,1,2,felony,0,82,1,39175.0,pretrial,african-american,single,english
male,22,less than 25,7,5,1,0,medium,2013-03-02,1,1,misdemeanor,2,141,0,52652.0,pretrial,hispanic,single,english
male,22,less than 25,4,6,0,0,low,2013-05-25,0,1,felony,0,1042,0,55069.0,pretrial,hispanic,single,english
male,22,less than 25,3,5,0,0,low,2013-04-30,0,0,misdemeanor,0,1067,0,54370.0,pretrial,hispanic,single,english
male,22,less than 25,4,6,1,1,low,2013-12-10,1,2,felony,0,70,1,59571.0,pretrial,caucasian,single,english
male,22,less than 25,9,7,1,0,high,2013-08-27,1,6,felony,0,17,0,40374.0,pretrial,caucasian,single,english
male,22,less than 25,5,6,1,1,medium,2013-08-29,1,2,misdemeanor,13,179,1,56854.0,pretrial,caucasian,single,english
male,22,less than 25,6,5,0,0,medium,2014-01-22,0,4,misdemeanor,0,800,0,60583.0,pretrial,african-american,single,english
male,22,less than 25,6,6,0,0,medium,2013-03-13,0,0,misdemeanor,0,1115,0,52937.0,pretrial,african-american,single,english
female,22,less than 25,9,7,0,0,high,2013-02-27,0,0,misdemeanor,0,1129,0,52557.0,pretrial,caucasian,single,english
female,22,less than 25,7,5,0,0,medium,2013-05-09,0,0,felony,0,1058,0,54635.0,pretrial,african-american,single,english
male,22,less than 25,7,7,1,1,medium,2013-01-18,1,0,felony,49,308,1,59852.0,drrd,african-american,single,english
male,22,less than 25,3,5,0,0,low,2013-09-03,0,1,felony,0,941,0,56928.0,pretrial,african-american,single,english
male,22,less than 25,10,6,1,1,high,2014-01-27,1,5,misdemeanor,0,152,0,54819.0,probation,african-american,single,english
female,22,less than 25,3,4,0,0,low,2014-01-22,0,0,misdemeanor,0,800,0,60593.0,pretrial,caucasian,single,english
male,22,less than 25,8,5,1,0,high,2013-09-27,1,5,felony,18,194,0,57630.0,pretrial,african-american,single,english
male,22,less than 25,7,7,1,1,medium,2013-11-18,1,3,felony,0,532,1,59068.0,pretrial,african-american,single,english
male,22,less than 25,9,10,1,0,high,2013-02-23,1,1,felony,103,170,1,52478.0,pretrial,african-american,single,english
male,22,less than 25,7,9,1,1,medium,2013-01-01,1,1,misdemeanor,0,28,1,50843.0,pretrial,african-american,single,english
male,22,less than 25,3,6,1,1,low,2013-04-12,1,0,felony,70,546,1,53861.0,pretrial,african-american,single,english
male,22,less than 25,5,7,0,0,medium,2014-02-28,0,1,felony,0,69,0,61577.0,pretrial,african-american,single,english
male,22,less than 25,3,5,0,0,low,2013-05-10,0,0,felony,0,1057,0,54683.0,pretrial,hispanic,single,english
male,22,less than 25,3,6,0,0,low,2013-01-10,0,0,felony,0,1177,0,51064.0,pretrial,african-american,single,english
male,22,less than 25,8,9,1,0,high,2013-07-26,1,7,felony,0,195,1,55963.0,pretrial,african-american,single,english
female,22,less than 25,9,6,1,1,high,2013-09-15,1,4,felony,2,291,1,37722.0,pretrial,african-american,single,english
male,22,less than 25,2,4,0,0,low,2014-03-26,0,0,felony,0,737,0,62265.0,pretrial,african-american,single,english
male,22,less than 25,7,6,0,0,medium,2013-04-13,0,0,felony,11,1084,0,53897.0,pretrial,african-american,single,english
female,22,less than 25,5,5,0,0,medium,2013-07-18,0,1,felony,0,234,0,55685.0,pretrial,african-american,single,english
male,22,less than 25,7,6,0,0,medium,2013-02-14,0,3,felony,105,420,0,55209.0,drrd,african-american,single,english
female,22,less than 25,4,5,0,0,low,2013-12-23,0,2,felony,0,830,0,59934.0,pretrial,african-american,single,english
male,22,less than 25,10,10,1,1,high,2013-01-20,1,3,felony,0,261,1,51400.0,pretrial,african-american,single,english
male,22,less than 25,6,9,0,0,medium,2013-01-09,0,1,misdemeanor,0,1178,0,50928.0,pretrial,african-american,single,english
male,22,less than 25,10,6,1,0,high,2014-01-18,1,3,misdemeanor,11,223,0,56128.0,probation,african-american,single,english
male,22,less than 25,9,9,0,0,high,2013-08-01,0,1,felony,0,126,0,56067.0,pretrial,caucasian,single,english
male,22,less than 25,6,8,1,0,medium,2013-03-09,1,1,felony,20,485,0,52836.0,pretrial,african-american,single,english
female,22,less than 25,6,7,1,1,medium,2014-01-17,1,2,felony,0,80,0,60502.0,pretrial,caucasian,single,english
male,22,less than 25,8,8,0,0,high,2013-04-07,0,0,felony,1,1090,0,53714.0,pretrial,caucasian,single,english
female,22,less than 25,9,8,0,0,high,2013-10-15,0,2,felony,2,899,0,58128.0,pretrial,african-american,single,english
female,22,less than 25,5,4,1,0,medium,2013-09-11,1,2,felony,0,49,0,57173.0,pretrial,hispanic,single,english
male,22,less than 25,5,5,0,0,medium,2013-12-05,0,1,misdemeanor,9,848,0,59427.0,pretrial,caucasian,single,english
female,22,less than 25,7,8,0,0,medium,2013-08-24,0,0,felony,0,951,0,56724.0,pretrial,african-american,single,english
male,22,less than 25,4,6,0,0,low,2013-09-19,0,0,misdemeanor,0,925,0,57380.0,pretrial,african-american,single,english
male,22,less than 25,8,7,0,0,high,2013-08-14,0,1,felony,35,798,0,56420.0,pretrial,african-american,single,english
male,22,less than 25,6,7,0,0,medium,2013-08-07,0,2,felony,0,968,0,56246.0,pretrial,african-american,single,english
male,22,less than 25,3,5,0,0,low,2013-03-07,0,0,felony,0,1121,0,52767.0,pretrial,african-american,single,english
male,22,less than 25,7,7,0,0,medium,2013-01-09,0,0,felony,0,320,0,51025.0,pretrial,african-american,single,english
male,22,less than 25,3,5,1,0,low,2014-03-13,1,0,felony,12,301,1,61937.0,pretrial,african-american,single,english
male,22,less than 25,4,5,1,0,low,2013-05-10,1,1,misdemeanor,0,332,1,54670.0,pretrial,african-american,single,english
male,22,less than 25,8,9,1,0,high,2013-04-21,1,0,felony,0,232,1,54132.0,pretrial,african-american,single,english
male,22,less than 25,7,6,1,0,medium,2013-12-07,1,1,felony,0,20,1,59482.0,pretrial,african-american,single,english
male,22,less than 25,6,7,0,0,medium,2013-03-28,0,0,felony,0,755,0,53390.0,pretrial,hispanic,single,english
female,22,less than 25,7,6,0,0,medium,2013-09-11,0,1,felony,0,386,0,57149.0,pretrial,caucasian,single,english
male,22,less than 25,9,9,1,1,high,2014-03-18,1,3,misdemeanor,0,33,1,46399.0,pretrial,african-american,single,english
male,22,less than 25,5,5,1,0,medium,2013-09-17,1,1,felony,0,218,1,57342.0,pretrial,caucasian,single,english
male,22,less than 25,3,6,0,0,low,2013-03-06,0,0,felony,0,1122,0,52736.0,pretrial,caucasian,single,english
female,22,less than 25,8,8,1,0,high,2013-03-28,1,2,misdemeanor,34,48,1,53400.0,pretrial,african-american,single,english
male,22,less than 25,5,7,0,0,medium,2013-11-27,0,0,felony,34,552,0,59278.0,pretrial,african-american,single,english
male,22,less than 25,10,7,1,0,high,2013-01-11,1,3,misdemeanor,0,4,1,51087.0,pretrial,african-american,single,english
male,22,less than 25,9,10,0,0,high,2013-09-29,0,3,felony,0,915,0,57683.0,pretrial,african-american,single,english
male,22,less than 25,10,10,1,1,high,2013-01-24,1,6,felony,0,148,1,18509.0,probation,african-american,single,english
male,22,less than 25,6,6,1,0,medium,2013-10-28,1,0,felony,0,469,1,58434.0,pretrial,african-american,single,english
male,22,less than 25,4,5,1,0,low,2013-07-22,1,1,felony,0,8,1,55884.0,pretrial,caucasian,single,english
male,22,less than 25,6,5,0,0,medium,2013-12-16,0,0,misdemeanor,0,65,0,59716.0,pretrial,african-american,single,english
female,22,less than 25,7,6,0,0,medium,2013-01-15,0,0,felony,0,1172,0,51226.0,pretrial,african-american,single,english
male,22,less than 25,9,8,0,0,high,2013-04-04,0,3,felony,323,1093,0,53659.0,pretrial,african-american,single,english
male,22,less than 25,4,5,1,0,low,2013-11-01,1,1,felony,0,246,1,58626.0,pretrial,african-american,single,english
female,22,less than 25,4,5,0,0,low,2013-03-25,0,1,felony,0,1103,0,53327.0,pretrial,hispanic,single,english
male,22,less than 25,3,5,0,0,low,2013-08-22,0,0,felony,0,953,0,56657.0,pretrial,african-american,single,english
male,22,less than 25,4,5,1,0,low,2013-02-16,1,1,felony,0,248,1,52245.0,pretrial,african-american,single,english
male,22,less than 25,9,7,1,0,high,2013-04-06,1,1,felony,5,75,0,53705.0,pretrial,african-american,married,english
female,22,less than 25,8,9,1,0,high,2013-05-28,1,0,misdemeanor,0,379,1,55113.0,pretrial,african-american,single,english
male,22,less than 25,4,6,1,0,low,2013-04-26,1,1,felony,0,344,1,54263.0,pretrial,caucasian,single,english
female,22,less than 25,4,5,0,0,low,2013-10-07,0,0,misdemeanor,0,907,0,57894.0,pretrial,african-american,single,english
male,22,less than 25,9,9,1,1,high,2013-03-23,1,1,felony,38,123,0,44206.0,pretrial,african-american,single,english
male,22,less than 25,4,6,1,0,low,2014-02-03,1,1,felony,0,418,1,60906.0,pretrial,african-american,single,english
male,22,less than 25,10,9,1,0,high,2013-10-09,1,13,felony,0,4,1,57977.0,pretrial,african-american,single,english
female,22,less than 25,4,4,0,0,low,2014-01-07,0,1,misdemeanor,0,815,0,60233.0,pretrial,african-american,single,english
male,22,less than 25,7,8,1,0,medium,2014-02-25,1,0,felony,9,169,1,61481.0,pretrial,hispanic,single,english
male,22,less than 25,4,5,0,0,low,2013-12-09,0,0,felony,0,844,0,59507.0,pretrial,caucasian,single,english
male,22,less than 25,8,8,1,1,high,2013-04-30,0,2,felony,0,748,1,54363.0,pretrial,african-american,single,english
male,22,less than 25,9,10,1,0,high,2014-01-16,1,2,felony,30,175,1,40666.0,pretrial,african-american,single,english
female,22,less than 25,8,7,0,0,high,2013-08-12,0,1,misdemeanor,17,963,0,56343.0,pretrial,caucasian,single,english
male,22,less than 25,7,8,1,0,medium,2013-08-01,1,2,felony,0,366,1,41390.0,pretrial,african-american,single,english
male,22,less than 25,4,6,1,0,low,2013-03-22,1,3,felony,0,8,1,53219.0,pretrial,african-american,single,english
male,22,less than 25,8,10,1,0,high,2013-11-19,1,1,felony,0,99,0,59101.0,pretrial,african-american,single,english
male,22,less than 25,7,10,0,0,medium,2013-03-31,0,0,misdemeanor,0,1097,0,53455.0,pretrial,caucasian,single,english
male,22,less than 25,8,9,1,0,high,2013-04-19,1,0,felony,4,50,1,54067.0,pretrial,african-american,single,english
male,22,less than 25,4,6,1,0,low,2013-08-23,1,2,misdemeanor,0,670,1,56707.0,pretrial,caucasian,single,english
male,22,less than 25,3,5,0,0,low,2013-05-24,0,0,felony,4,108,0,55055.0,pretrial,caucasian,single,english
male,22,less than 25,5,6,1,0,medium,2013-02-01,1,0,felony,1,140,1,51759.0,pretrial,african-american,single,english
male,22,less than 25,2,4,1,0,low,2014-02-21,1,1,felony,0,696,1,61405.0,pretrial,hispanic,single,english
female,22,less than 25,5,6,0,0,medium,2013-01-05,0,0,misdemeanor,1,1182,0,50938.0,pretrial,caucasian,single,english
male,22,less than 25,7,6,1,0,medium,2013-02-15,1,0,felony,1,6,1,52220.0,pretrial,african-american,single,english
male,22,less than 25,2,5,0,0,low,2013-05-07,0,0,misdemeanor,0,1060,0,54555.0,pretrial,hispanic,single,english
male,22,less than 25,9,9,1,1,high,2013-02-05,1,4,felony,574,714,1,43018.0,pretrial,african-american,single,english
male,22,less than 25,6,6,1,1,medium,2014-03-26,1,1,misdemeanor,0,345,1,62272.0,pretrial,african-american,single,english
male,22,less than 25,9,8,1,1,high,2014-02-14,1,2,misdemeanor,54,126,0,48355.0,pretrial,african-american,single,english
female,22,less than 25,2,4,0,0,low,2014-02-11,0,0,misdemeanor,0,780,0,61153.0,pretrial,hispanic,single,english
male,22,less than 25,6,6,1,0,medium,2013-03-20,1,0,misdemeanor,0,232,1,53150.0,pretrial,caucasian,single,english
male,22,less than 25,9,9,0,0,high,2013-01-15,0,0,felony,0,1172,0,51217.0,pretrial,african-american,single,english
male,22,less than 25,3,5,1,1,low,2013-04-20,1,0,misdemeanor,0,15,1,54111.0,pretrial,african-american,single,english
male,22,less than 25,5,7,1,0,medium,2013-01-21,0,0,misdemeanor,1,763,1,51404.0,pretrial,african-american,single,english
male,22,less than 25,3,5,0,0,low,2013-04-11,0,0,felony,0,1086,0,53826.0,pretrial,caucasian,single,english
male,22,less than 25,2,5,0,0,low,2013-04-10,0,1,felony,0,630,0,52799.0,pretrial,caucasian,single,english
male,22,less than 25,9,10,1,0,high,2013-01-21,1,2,felony,6,30,0,49164.0,probation,african-american,single,english
male,22,less than 25,4,6,1,1,low,2013-08-21,1,2,felony,1,288,1,56619.0,pretrial,african-american,single,english
male,22,less than 25,6,5,1,0,medium,2013-09-09,1,2,misdemeanor,0,158,0,57086.0,pretrial,caucasian,single,english
male,22,less than 25,7,6,1,0,medium,2013-01-10,1,3,felony,141,320,0,46767.0,pretrial,caucasian,single,english
male,22,less than 25,5,7,0,0,medium,2013-03-30,0,1,felony,2,1098,0,53447.0,pretrial,african-american,single,english
male,22,less than 25,9,7,1,1,high,2013-03-01,1,2,felony,1,108,1,41633.0,pretrial,caucasian,single,english
male,22,less than 25,5,5,0,0,medium,2013-09-24,0,2,felony,3,920,0,57535.0,pretrial,caucasian,single,english
male,22,less than 25,3,6,0,0,low,2013-04-10,0,2,felony,0,102,0,46276.0,pretrial,hispanic,married,english
female,22,less than 25,3,4,0,0,low,2013-12-20,0,2,felony,0,833,0,59863.0,pretrial,caucasian,single,english
female,22,less than 25,8,6,0,0,high,2013-12-05,0,0,felony,0,848,0,59407.0,pretrial,african-american,single,english
male,22,less than 25,6,6,1,0,medium,2013-04-06,1,1,felony,5,6,1,50698.0,pretrial,african-american,single,english
male,22,less than 25,7,9,1,1,medium,2013-03-26,1,3,felony,0,300,1,53348.0,pretrial,african-american,single,english
male,22,less than 25,8,6,0,0,high,2013-02-17,0,0,misdemeanor,53,1139,0,52253.0,pretrial,african-american,single,english
male,22,less than 25,7,6,1,0,medium,2013-03-21,1,1,felony,0,63,0,53174.0,pretrial,african-american,single,english
male,22,less than 25,3,6,0,0,low,2013-08-21,0,0,felony,0,954,0,56615.0,pretrial,other,single,english
male,22,less than 25,7,7,1,0,medium,2013-03-28,1,1,misdemeanor,0,64,1,53392.0,pretrial,african-american,single,english
male,22,less than 25,5,6,1,1,medium,2013-02-19,0,0,felony,1,885,1,52311.0,pretrial,caucasian,single,english
male,22,less than 25,7,8,1,0,medium,2013-08-03,1,2,felony,1,699,1,56131.0,pretrial,african-american,single,english
male,22,less than 25,6,8,1,0,medium,2013-08-05,1,0,misdemeanor,1,402,1,56175.0,pretrial,african-american,single,english
male,22,less than 25,4,6,0,0,low,2013-04-20,0,1,felony,2,289,0,54108.0,pretrial,african-american,single,english
male,22,less than 25,8,6,1,0,high,2013-05-08,1,3,felony,0,228,1,54592.0,pretrial,caucasian,single,english
male,22,less than 25,8,6,1,0,high,2013-08-28,1,1,felony,19,79,0,56828.0,pretrial,caucasian,single,english
male,22,less than 25,4,5,1,0,low,2014-03-19,1,5,felony,1,131,1,62086.0,pretrial,other,single,english
male,22,less than 25,7,7,0,0,medium,2013-10-01,0,3,felony,0,913,0,49532.0,pretrial,african-american,single,english
male,22,less than 25,7,6,0,0,medium,2013-11-20,0,1,felony,0,13,0,59111.0,pretrial,african-american,single,english
male,22,less than 25,5,5,1,0,medium,2013-06-26,1,1,felony,0,129,1,55587.0,pretrial,caucasian,single,english
male,22,less than 25,3,5,1,0,low,2013-12-21,1,0,felony,0,445,0,59890.0,pretrial,african-american,single,english
male,22,less than 25,3,5,1,0,low,2013-04-25,1,0,felony,149,166,0,54231.0,pretrial,african-american,single,english
male,22,less than 25,10,9,1,0,high,2013-03-14,1,2,felony,0,70,0,49437.0,pretrial,african-american,single,english
female,22,less than 25,9,6,0,0,high,2013-10-29,0,3,misdemeanor,0,885,0,58505.0,pretrial,african-american,single,english
male,22,less than 25,4,6,1,0,low,2013-11-19,1,0,felony,0,252,1,59091.0,pretrial,african-american,single,english
male,22,less than 25,7,7,0,0,medium,2013-09-11,0,0,felony,1,440,0,57145.0,pretrial,african-american,single,english
male,22,less than 25,6,7,0,0,medium,2013-01-15,0,1,felony,0,82,0,48235.0,pretrial,caucasian,single,english
male,22,less than 25,3,5,0,0,low,2013-03-30,0,0,felony,0,1098,0,53434.0,pretrial,african-american,single,english
male,22,less than 25,8,7,1,0,high,2013-01-31,1,1,misdemeanor,6,531,1,51720.0,pretrial,caucasian,single,english
male,22,less than 25,7,6,0,0,medium,2013-04-20,0,0,felony,2,66,0,54115.0,pretrial,hispanic,single,english
male,22,less than 25,4,5,1,0,low,2013-03-16,1,0,misdemeanor,9,46,1,53024.0,pretrial,caucasian,single,english
female,22,less than 25,7,6,1,0,medium,2013-02-07,1,0,felony,0,241,0,51951.0,pretrial,caucasian,single,english
male,21,less than 25,5,5,1,1,medium,2013-02-16,1,1,misdemeanor,0,609,1,52233.0,pretrial,hispanic,single,english
male,21,less than 25,4,6,1,0,low,2013-03-07,0,0,misdemeanor,1,1029,1,52771.0,pretrial,african-american,single,english
male,21,less than 25,10,10,1,0,high,2013-05-01,1,7,felony,10,331,0,47312.0,pretrial,african-american,single,english
female,21,less than 25,7,6,0,0,medium,2013-05-28,0,1,misdemeanor,0,1039,0,54248.0,probation,caucasian,single,english
male,21,less than 25,7,8,1,0,medium,2013-02-15,1,1,felony,0,67,1,52214.0,pretrial,african-american,single,english
male,21,less than 25,3,5,0,0,low,2014-02-02,0,0,felony,12,789,0,60899.0,pretrial,african-american,single,english
male,21,less than 25,5,6,0,0,medium,2013-11-12,0,1,misdemeanor,15,871,0,58892.0,pretrial,african-american,single,english
female,21,less than 25,8,7,1,0,high,2013-03-07,1,0,felony,0,244,1,52775.0,pretrial,african-american,single,english
male,21,less than 25,4,6,0,0,low,2013-10-10,0,1,misdemeanor,0,904,0,57993.0,pretrial,african-american,single,english
male,21,less than 25,5,6,1,0,medium,2013-05-24,1,1,felony,4,95,1,55042.0,pretrial,caucasian,single,english
male,21,less than 25,4,6,0,0,low,2013-12-25,0,1,felony,0,308,0,59968.0,pretrial,caucasian,single,english
male,21,less than 25,4,7,0,0,low,2013-07-15,0,0,felony,0,991,0,55822.0,pretrial,african-american,single,english
male,21,less than 25,7,7,1,0,medium,2013-10-24,1,0,felony,2,64,0,58348.0,pretrial,african-american,single,english
male,21,less than 25,9,10,0,0,high,2013-02-19,0,1,felony,1,34,0,52293.0,pretrial,african-american,single,english
male,21,less than 25,6,5,0,0,medium,2014-02-03,0,2,felony,0,788,0,60914.0,pretrial,caucasian,single,english
male,21,less than 25,4,5,0,0,low,2014-02-25,0,1,felony,0,377,0,61507.0,pretrial,caucasian,single,english
male,21,less than 25,10,10,1,1,high,2013-09-13,1,2,felony,1,14,1,57258.0,pretrial,african-american,single,english
male,21,less than 25,5,7,0,0,medium,2013-05-02,0,0,felony,49,298,0,54436.0,pretrial,african-american,single,english
male,21,less than 25,8,6,0,0,high,2014-03-11,0,1,felony,0,233,0,61875.0,pretrial,hispanic,single,english
male,21,less than 25,10,6,1,0,high,2013-02-20,1,3,felony,0,8,0,52329.0,pretrial,caucasian,single,english
male,21,less than 25,9,8,1,1,high,2013-01-17,1,1,felony,0,105,1,51273.0,pretrial,african-american,single,english
male,21,less than 25,8,8,1,0,high,2013-01-30,0,1,felony,12,447,0,49853.0,pretrial,african-american,single,english
male,21,less than 25,8,8,0,0,high,2013-03-20,0,0,felony,0,466,0,53121.0,pretrial,african-american,single,english
